457362,0
593936,0
993382,1
661861,0
113352,0
237496,0
284935,1
931351,0
469637,0
111827,0
164928,0
869946,1
928384,1
335392,0
183959,1
287343,0
638399,1
797622,0
443946,0
399157,0
998296,1
868595,1
881581,0
631212,0
783564,0
672561,0
432354,0
741329,0
768498,1
459635,0
899997,1
996387,1
161769,0
888697,1
371282,0
911589,1
881849,1
379483,0
422922,0
445486,0
794892,0
964782,1
826485,0
234753,0
918685,1
794958,1
581933,1
435951,0
777895,0
928837,0
295678,1
272741,0
316353,0
356671,0
481678,0
659388,0
647849,1
854762,0
391273,0
244126,0
495566,0
128864,0
235193,0
945456,0
849311,1
777133,0
826231,0
368494,1
726358,0
533955,0
196794,0
229389,0
222731,0
275539,0
327354,0
699548,1
515787,0
288416,0
944294,0
331231,0
298194,1
211725,0
227386,0
397473,0
647186,0
892528,1
127698,0
457132,0
742471,0
571326,0
151892,0
731233,0
816766,0
998567,0
488926,1
963622,0
788474,0
686779,0
889413,1
141579,0
466674,0
814448,0
183389,0
461233,0
297698,1
727484,0
386925,1
649815,0
861699,0
691238,1
588119,0
964789,1
994583,1
486376,0
648785,0
724739,0
958187,1
825649,0
839357,1
267879,1
991368,1
494273,0
752166,0
251456,0
618798,1
929285,1
692678,1
919614,0
926956,0
183175,0
224957,0
975819,1
293148,1
662417,0
284598,0
724785,0
476957,0
921625,0
953978,0
275571,0
753634,0
626447,0
618629,0
823849,1
453983,0
218392,1
662125,0
385875,0
332797,0
771155,0
137773,0
899884,1
957952,0
262937,0
368192,1
547156,0
459836,0
499171,0
935785,1
287443,0
193687,0
192958,1
391228,1
256869,1
129773,0
998186,1
318571,0
299954,0
237328,0
688563,0
386934,1
973862,0
879175,1
927982,1
148598,1
939381,1
734449,0
473829,1
563448,0
586816,0
354684,0
236344,0
151363,0
582579,0
489581,0
196328,1
312839,1
356311,0
947573,0
186387,0
337685,0
948192,1
641248,0
826924,0
488365,0
152528,0
494525,0
468592,1
586189,0
889912,1
764747,0
489529,0
216732,0
938592,1
325492,0
678288,0
927488,1
482682,0
196598,1
365533,0
978283,1
984532,0
415129,0
992812,0
886518,0
912586,1
846461,0
595659,0
985761,0
986884,1
958237,0
439837,0
914218,0
671677,0
624576,0
448515,0
297859,1
279819,1
874336,0
541238,0
869921,1
352625,0
118597,1
819555,1
459854,0
